config_name,question,ground_truth,answer,ttft_seconds,total_seconds,token_count,tokens_per_second,faithfulness,answer_relevancy,answer_correctness,context_precision,context_recall,semantic_similarity,answer_valid,custom_hit@1,custom_ndcg@1,custom_recall@1,custom_hit@3,custom_ndcg@3,custom_recall@3,custom_hit@5,custom_ndcg@5,custom_recall@5,custom_context_relevance,custom_vec_dist_q_gt,custom_vec_dist_q_answer,custom_rouge_l,custom_bleu,custom_meteor,custom_bert_score_precision,custom_bert_score_recall,custom_bert_score_f1
recursive_cs500_co200_nomic-embed-text:latest_Qwen3.5-397B-A17B_concise_rerank-huggingface:cross-encoder/ms-marco-MiniLM-L-6-v2_mmr-l0.5,In what year did Massachusetts first require children to be educated in schools?,1852,1852,3.411729407999701,3.4126224539995746,0,0,1.0,,,,1.0,0.9999999999999999,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7035475323566267,0.5705468741257433,0.5705468741257433,1.0,0.0,0.5,1.0,1.0,1.0
recursive_cs500_co200_nomic-embed-text:latest_Qwen3.5-397B-A17B_concise_rerank-huggingface:cross-encoder/ms-marco-MiniLM-L-6-v2_mmr-l0.5,When were stromules discovered?,1962,Stromules were first observed in 1962.,0.4991899389997343,0.5007083529999363,0,0,1.0,,,,1.0,0.6952378243584426,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6662714776260068,0.6405832343349422,0.4360802113292236,0.2857142857142857,0.0,0.3333333333333333,0.9607759118080139,0.9744559526443481,0.9675675805219948
recursive_cs500_co200_nomic-embed-text:latest_Qwen3.5-397B-A17B_concise_rerank-huggingface:cross-encoder/ms-marco-MiniLM-L-6-v2_mmr-l0.5,Which artist who had a major influence on the Gothic Revival is represented in the V&A's British galleries?,Horace Walpole,Horace Walpole.,0.4136345959996106,0.4148426299998391,0,0,0.5,,,,1.0,0.9835760606158144,True,1.0,1.0,0.3333333333333333,1.0,1.0,1.0,1.0,1.0,1.0,0.727376219784181,0.4311723859828702,0.44620307713740026,1.0,0.0,0.9375,0.9941795468330383,0.9984198212623596,0.9962951723712616
recursive_cs500_co200_nomic-embed-text:latest_Qwen3.5-397B-A17B_concise_rerank-huggingface:cross-encoder/ms-marco-MiniLM-L-6-v2_mmr-l0.5,"In 1890, who did the university decide to team up with?",several regional colleges and universities,I cannot answer from the provided context.,0.5067995590006831,0.5217740480002249,0,0,0.0,,,,1.0,0.3430237830767867,False,1.0,1.0,0.5,1.0,0.9197207891481876,1.0,1.0,0.9197207891481876,1.0,0.6575894073623051,0.4659700749260104,0.5912682277897099,0.0,0.0,0.0,0.0,0.0,0.0
recursive_cs500_co200_nomic-embed-text:latest_Qwen3.5-397B-A17B_concise_rerank-huggingface:cross-encoder/ms-marco-MiniLM-L-6-v2_mmr-l0.5,Who got a touchdown making the score 10-7?,Jonathan Stewart,"Jonathan Stewart finished the drive with a 1-yard touchdown run, cutting the score to 10–7.",0.6094982409995282,0.6722059029998491,0,0,1.0,,,,1.0,0.6217511591556566,True,1.0,1.0,0.3333333333333333,1.0,1.0,1.0,1.0,1.0,1.0,0.6901774092097485,0.4151731059099395,0.19367385949316762,0.23529411764705882,0.0,0.5681818181818181,0.9557264447212219,0.9835976362228394,0.9694617636530728
recursive_cs500_co200_nomic-embed-text:latest_Qwen3.5-397B-A17B_concise_rerank-huggingface:cross-encoder/ms-marco-MiniLM-L-6-v2_mmr-l0.5,How many Examination Boards exist in India?,30,I cannot answer from the provided context.,0.42055995800001256,0.42768152300050133,0,0,1.0,,,,0.0,0.3752133407491288,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6482619455166423,0.6187432495015572,0.4604562660510938,0.0,0.0,0.0,0.0,0.0,0.0
recursive_cs500_co200_nomic-embed-text:latest_Qwen3.5-397B-A17B_concise_rerank-huggingface:cross-encoder/ms-marco-MiniLM-L-6-v2_mmr-l0.5,Who started rumors in 2008 that ABC would sell its ten owned-and-operated stations?,Caris & Co.,Caris & Co. started the rumors.,0.48798889400040935,0.6266742489997341,0,0,1.0,,,,1.0,0.695132380944141,True,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.7204338941475074,0.4508061355166967,0.3248664212575758,0.6666666666666666,0.0,0.8922558922558923,0.9873093366622925,0.9895542860031128,0.9884305366374012
recursive_cs500_co200_nomic-embed-text:latest_Qwen3.5-397B-A17B_concise_rerank-huggingface:cross-encoder/ms-marco-MiniLM-L-6-v2_mmr-l0.5,Which network broadcasted the 50th Super Bowl game? ,CBS,CBS broadcast Super Bowl 50 in the U.S.,0.5412103300004674,0.575994701000127,0,0,1.0,,,,1.0,0.608795912133846,True,1.0,1.0,0.5,1.0,0.9197207891481876,1.0,1.0,0.9197207891481876,1.0,0.6257497066683845,0.5211511785824013,0.28274747583452986,0.2222222222222222,0.0,0.29411764705882354,0.9542853832244873,0.9846398234367371,0.969224999518605
recursive_cs500_co200_nomic-embed-text:latest_Qwen3.5-397B-A17B_concise_rerank-huggingface:cross-encoder/ms-marco-MiniLM-L-6-v2_mmr-l0.5,Why was this short termed organization created?,coordinate the response to the embargo,To coordinate the response to the embargo.,0.37640962800014677,0.40995476500029326,0,0,1.0,,,,1.0,0.9598646905243285,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5845797825940908,0.5745778994246111,0.5295846831809283,0.923076923076923,0.8091067115702212,0.9653916211293262,0.9897798895835876,0.985117495059967,0.9874431887642602
recursive_cs500_co200_nomic-embed-text:latest_Qwen3.5-397B-A17B_concise_rerank-huggingface:cross-encoder/ms-marco-MiniLM-L-6-v2_mmr-l0.5,What does LGM stands for?,Last Glacial Maximum,I cannot answer from the provided context.,0.49327304999951593,0.5915592000001197,0,0,1.0,,,,0.0,0.6031293660131565,False,1.0,1.0,0.3333333333333333,1.0,1.0,1.0,1.0,1.0,1.0,0.6384485662264947,0.3055562701598704,0.4542245199286876,0.0,0.0,0.0,0.0,0.0,0.0
recursive_cs500_co200_nomic-embed-text:latest_Qwen3.5-397B-A17B_concise_rerank-huggingface:cross-encoder/ms-marco-MiniLM-L-6-v2_mmr-l0.5,What is the paper written by Richard Karp in 1972 that ushered in a new era of understanding between intractability and NP-complete problems?,"""Reducibility Among Combinatorial Problems""",Reducibility Among Combinatorial Problems,0.31498200799978804,0.3857380439994813,0,0,0.5,,,,1.0,0.9007609716350262,True,0.0,0.0,0.0,1.0,0.5,1.0,1.0,0.5,1.0,0.7285996794683247,0.49227986282874303,0.49303484625494365,1.0,1.0,0.9921875,0.998557984828949,0.9863497018814087,0.9924162995002366
recursive_cs500_co200_nomic-embed-text:latest_Qwen3.5-397B-A17B_concise_rerank-huggingface:cross-encoder/ms-marco-MiniLM-L-6-v2_mmr-l0.5,What Lake in a German island Mainau receives a fraction of the Rhine's flow?,Lake Überlingen,Lake Überlingen.,0.3153676199999609,0.38476600800004235,0,0,0.5,,,,1.0,0.9835760606158144,True,1.0,1.0,0.3333333333333333,1.0,1.0,1.0,1.0,1.0,1.0,0.7062566144893703,0.4461070020749931,0.4478732604817668,1.0,0.0,0.9375,0.9960847496986389,0.9993071556091309,0.9976933506838598
recursive_cs500_co200_nomic-embed-text:latest_Qwen3.5-397B-A17B_concise_rerank-huggingface:cross-encoder/ms-marco-MiniLM-L-6-v2_mmr-l0.5,What studio does ABC own at 1500 Broadway in NYC?,Times Square Studios,ABC owns the Times Square Studios at 1500 Broadway.,0.3292487329999858,0.42761411299943575,0,0,1.0,,,,1.0,0.6164109590830283,True,1.0,1.0,0.3333333333333333,1.0,1.0,1.0,1.0,1.0,1.0,0.6323872184357316,0.41997917264947293,0.1584634550175652,0.5,0.0,0.8179012345679012,0.9747196435928345,0.9888713359832764,0.9817444938322794
recursive_cs500_co200_nomic-embed-text:latest_Qwen3.5-397B-A17B_concise_rerank-huggingface:cross-encoder/ms-marco-MiniLM-L-6-v2_mmr-l0.5,How many fraternities are apart of the university?,fifteen,There are fifteen fraternities at the University of Chicago.,3.6381891360006193,3.708242497000356,0,0,1.0,,,,1.0,0.6091868764823156,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7198379399350451,0.6273266455420443,0.18503371706751714,0.19999999999999998,0.0,0.2777777777777778,0.9506776928901672,0.9725686311721802,0.9614985775791274
recursive_cs500_co200_nomic-embed-text:latest_Qwen3.5-397B-A17B_concise_rerank-huggingface:cross-encoder/ms-marco-MiniLM-L-6-v2_mmr-l0.5,At what address did Goldenson secure a new headquarters for ABC?,1330 Avenue of the Americas in Manhattan,"1330 Avenue of the Americas in Manhattan, at the corner of 54th Street.",0.3275662050000392,0.4271813989998918,0,0,1.0,,,,1.0,0.8452159312277948,True,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.6954886388761651,0.4731628312407281,0.4359611133025758,0.7000000000000001,0.4703709593866897,0.9197099892588614,0.9858530759811401,0.9973087906837463,0.991547846421699
recursive_cs500_co200_nomic-embed-text:latest_Qwen3.5-397B-A17B_concise_rerank-huggingface:cross-encoder/ms-marco-MiniLM-L-6-v2_mmr-l0.5,Who had established the Russian empire to its former glory prior to 1921?,Bolshevik leaders,I cannot answer from the provided context.,0.3836561280004389,0.38467927100009547,0,0,0.0,,,,1.0,0.473454715745519,False,0.0,0.0,0.0,1.0,0.6309297535714575,1.0,1.0,0.6309297535714575,1.0,0.6903146978580685,0.50149465793141,0.5729628161119618,0.0,0.0,0.0,0.0,0.0,0.0
recursive_cs500_co200_nomic-embed-text:latest_Qwen3.5-397B-A17B_concise_rerank-huggingface:cross-encoder/ms-marco-MiniLM-L-6-v2_mmr-l0.5,What does the Riemann hypothesis state the source of irregularity in the distribution of points comes from?,random noise,The Riemann hypothesis states that the irregularity in the distribution of primes only comes from random noise.,3.2574687690002975,3.46557567400032,0,0,1.0,,,,1.0,0.7119297105091371,True,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.7063029653290376,0.4939421298736214,0.19006651600549418,0.21052631578947367,0.0,0.5357142857142858,0.9502918124198914,0.9824314117431641,0.9660943845158456
recursive_cs500_co200_nomic-embed-text:latest_Qwen3.5-397B-A17B_concise_rerank-huggingface:cross-encoder/ms-marco-MiniLM-L-6-v2_mmr-l0.5,Which work of Luther's is effective in teaching children?,Small Catechism,Luther's Small Catechism.,0.4914162690001831,0.5904809060002663,0,0,1.0,,,,1.0,0.9033782816726896,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.657501536436596,0.3857577079884005,0.36407627968511036,0.8,0.0,0.8928571428571428,0.9854398965835571,0.9953076839447021,0.9903492103458296
recursive_cs500_co200_nomic-embed-text:latest_Qwen3.5-397B-A17B_concise_rerank-huggingface:cross-encoder/ms-marco-MiniLM-L-6-v2_mmr-l0.5,How was the civil disobedience shown in Antigone?,obey her conscience rather than human law,Antigone defied King Creon by giving her brother Polynices a proper burial and obeying her conscience rather than human law.,0.36235391100035486,0.6365604480006368,0,0,0.6666666666666666,,,,1.0,0.7525659873705842,True,1.0,1.0,0.3333333333333333,1.0,1.0,1.0,1.0,1.0,1.0,0.7173526243041524,0.4066755323996867,0.3515118430570847,0.4444444444444444,0.23588448106534202,0.8101794934841406,0.9672523736953735,0.9782431721687317,0.9727167274610571
recursive_cs500_co200_nomic-embed-text:latest_Qwen3.5-397B-A17B_concise_rerank-huggingface:cross-encoder/ms-marco-MiniLM-L-6-v2_mmr-l0.5,Where do juvenile platyctenids live?,among the plankton,Juvenile platyctenids live among the plankton.,0.348308896999697,0.45082448900029704,0,0,1.0,,,,1.0,0.7930141611869439,True,1.0,1.0,0.3333333333333333,1.0,1.0,1.0,1.0,1.0,1.0,0.7135135864558139,0.45339407546927957,0.17328830300719078,0.6666666666666666,0.0,0.8922558922558923,0.9732636213302612,0.9905049204826355,0.9818085841872316
recursive_cs500_co200_nomic-embed-text:latest_Qwen3.5-397B-A17B_concise_rerank-huggingface:cross-encoder/ms-marco-MiniLM-L-6-v2_mmr-l0.5,How often are elections held for the Victorian Parliament?,every four years,Elections for the Victorian Parliament occur in November every four years.,2.6417109250005524,2.847046665000562,0,0,1.0,,,,1.0,0.8237060057918381,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6354212977938408,0.5434001642414903,0.3417923247461512,0.42857142857142855,0.0,0.7748538011695907,0.9605984091758728,0.9712408185005188,0.9658902995778239
recursive_cs500_co200_nomic-embed-text:latest_Qwen3.5-397B-A17B_concise_rerank-huggingface:cross-encoder/ms-marco-MiniLM-L-6-v2_mmr-l0.5,What magnetic and electric force acts on a charge?,unified electromagnetic,The unified electromagnetic force acts on a charge.,0.5964253140000437,0.6142238849997739,0,0,1.0,,,,1.0,0.7744737932806827,True,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.7534276349437947,0.47407235930983105,0.13344143413386433,0.4,0.0,0.7211538461538461,0.968917965888977,0.9726123809814453,0.9707616585010003
recursive_cs500_co200_nomic-embed-text:latest_Qwen3.5-397B-A17B_concise_rerank-huggingface:cross-encoder/ms-marco-MiniLM-L-6-v2_mmr-l0.5,What kinds of growth did Kublai encourage?,"commercial, scientific, and cultural","Kublai Khan promoted commercial, scientific, and cultural growth.",0.4761257170002864,0.5804505340001924,0,0,1.0,,,,1.0,0.7421440228397735,True,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.6827716202907271,0.5496873650907779,0.222662984094399,0.6666666666666666,0.345720784641941,0.9019886363636364,0.9727192521095276,0.9829549193382263,0.977810299849945
recursive_cs500_co200_nomic-embed-text:latest_Qwen3.5-397B-A17B_concise_rerank-huggingface:cross-encoder/ms-marco-MiniLM-L-6-v2_mmr-l0.5,What was the name of the first episode of the new Doctor Who series?,Rose,"The name of the first episode of the new Doctor Who series was ""Rose"".",0.4888767929996902,0.5022259050001594,0,0,1.0,,,,1.0,0.675882112933622,True,1.0,1.0,0.3333333333333333,1.0,1.0,1.0,1.0,1.0,1.0,0.6881180363195938,0.38235930543325747,0.03119211553057355,0.13333333333333333,0.0,0.21739130434782605,0.960420548915863,0.9908086657524109,0.975377977614284
recursive_cs500_co200_nomic-embed-text:latest_Qwen3.5-397B-A17B_concise_rerank-huggingface:cross-encoder/ms-marco-MiniLM-L-6-v2_mmr-l0.5,Each of the extended metropolitan areas has a population that exceeds what number?,five million,Five million.,2.5235744459996567,2.6267231589999938,0,0,1.0,,,,1.0,0.7436899859195714,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7713026517822151,0.5094807952371139,0.4644563648149268,1.0,0.0,0.9375,0.9895861148834229,0.9918006658554077,0.9906921527927707
recursive_cs500_co200_nomic-embed-text:latest_Qwen3.5-397B-A17B_concise_rerank-huggingface:cross-encoder/ms-marco-MiniLM-L-6-v2_mmr-l0.5,Why is giving a defiant speech sometimes more harmful for the individual?,lack of remorse,"It can suggest a lack of remorse, an attempt to avoid responsibility, and a likelihood of repeating illegal actions, leading to increased sentences.",0.3919516380001369,4.094533706999755,0,0,1.0,,,,1.0,0.6710913679550975,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6368682276721004,0.5798347244338684,0.4168898305130997,0.23076923076923078,0.0,0.588888888888889,0.952756941318512,0.9673552513122559,0.9600006019917993
recursive_cs500_co200_nomic-embed-text:latest_Qwen3.5-397B-A17B_concise_rerank-huggingface:cross-encoder/ms-marco-MiniLM-L-6-v2_mmr-l0.5,When were Joseph Schumpeter and Norman Angell at their most prolific writing period?,before World War I,I cannot answer from the provided context.,0.378538003000358,0.4153004600002532,0,0,0.0,,,,0.0,0.5217334979791353,False,1.0,1.0,0.3333333333333333,1.0,1.0,1.0,1.0,1.0,1.0,0.66928795514406,0.45416912612649296,0.5621940060843797,0.0,0.0,0.0,0.0,0.0,0.0
recursive_cs500_co200_nomic-embed-text:latest_Qwen3.5-397B-A17B_concise_rerank-huggingface:cross-encoder/ms-marco-MiniLM-L-6-v2_mmr-l0.5,How do competing businesses attract workers?,offering a higher wage,Competing businesses attract workers by offering a higher wage.,0.3611729540007218,0.4640163770000072,0,0,1.0,,,,1.0,0.8211696194430258,True,1.0,1.0,0.3333333333333333,1.0,1.0,1.0,1.0,1.0,1.0,0.6359808113787584,0.46126728482615453,0.232253599718365,0.6153846153846153,0.2984745896009823,0.8819444444444445,0.9755592346191406,0.9832438230514526,0.9793864551148573
recursive_cs500_co200_nomic-embed-text:latest_Qwen3.5-397B-A17B_concise_rerank-huggingface:cross-encoder/ms-marco-MiniLM-L-6-v2_mmr-l0.5,How many teams up to Super Bowl 50 have been to the championship game eight times?,four,Four teams have made eight appearances in the Super Bowl.,4.013286680999954,4.1142117109993706,0,0,1.0,,,,1.0,0.49319763152195384,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7006359635581877,0.5484502448978812,0.21774126078208011,0.18181818181818182,0.0,0.2631578947368421,0.959991455078125,0.9832111597061157,0.9714625790168833
recursive_cs500_co200_nomic-embed-text:latest_Qwen3.5-397B-A17B_concise_rerank-huggingface:cross-encoder/ms-marco-MiniLM-L-6-v2_mmr-l0.5,What plants create most electric power?,steam turbine,Most electric power is generated using steam turbine plant.,0.30068607999965025,0.3685280409999905,0,0,1.0,,,,1.0,0.8156144482959226,True,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.6153094075849831,0.4536777438150007,0.22595928892775374,0.3636363636363636,0.0,0.6944444444444445,0.968993067741394,0.9831686019897461,0.9760293673630722
recursive_cs500_co200_nomic-embed-text:latest_Qwen3.5-397B-A17B_concise_rerank-huggingface:cross-encoder/ms-marco-MiniLM-L-6-v2_mmr-l0.5,The epidemic in Newcastle was the most what in any British city at the time?,devastating loss,devastating loss,0.3096488319997661,0.37761182200029,0,0,0.0,,,,1.0,1.0,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7166632935254027,0.5721892005572298,0.5721892005572298,1.0,0.0,0.9375,1.0,1.0,1.0
recursive_cs500_co200_nomic-embed-text:latest_Qwen3.5-397B-A17B_concise_rerank-huggingface:cross-encoder/ms-marco-MiniLM-L-6-v2_mmr-l0.5,"What additional srevice did BSkyB offer besides Video on Demand that they claimed offered ""substantially more value""?",HD channels,HD channels,0.2774842169992553,0.3171911760000512,0,0,1.0,,,,1.0,1.0,True,1.0,1.0,0.3333333333333333,1.0,1.0,1.0,1.0,1.0,1.0,0.6471645519094241,0.4939643687211993,0.4939643687211993,1.0,0.0,0.9375,0.9999998807907104,0.9999998807907104,0.9999998807907104
recursive_cs500_co200_nomic-embed-text:latest_Qwen3.5-397B-A17B_concise_rerank-huggingface:cross-encoder/ms-marco-MiniLM-L-6-v2_mmr-l0.5,Who did Tesla think would run the world of the future?,women,"Tesla indicated that humanity's future would be run by ""Queen Bees.""",0.2746965429996635,0.3748809959997743,0,0,1.0,,,,1.0,0.4450507800026143,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6029674489077103,0.5819125734851476,0.19406060538282266,0.0,0.0,0.0,0.9636715650558472,0.9782798290252686,0.9709207519536596
recursive_cs500_co200_nomic-embed-text:latest_Qwen3.5-397B-A17B_concise_rerank-huggingface:cross-encoder/ms-marco-MiniLM-L-6-v2_mmr-l0.5,What have many HT members graduated to joining?,terrorist groups,I cannot answer from the provided context.,0.4739349609999408,0.57927384300001,0,0,0.0,,,,0.0,0.3346015554390159,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6568548991160246,0.5611884771574662,0.5878889255008521,0.0,0.0,0.0,0.0,0.0,0.0
recursive_cs500_co200_nomic-embed-text:latest_Qwen3.5-397B-A17B_concise_rerank-huggingface:cross-encoder/ms-marco-MiniLM-L-6-v2_mmr-l0.5,Approximately how many items are in the costume collection of the V&A?,"over 14,000","The costume collection contains over 14,000 outfits plus accessories.",0.5965281400003732,0.6766765020001912,0,0,1.0,,,,1.0,0.6334277760900349,True,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.7328775648942635,0.4934963539113152,0.1459395390477516,0.3636363636363636,0.0,0.6944444444444445,0.9694517254829407,0.9852608442306519,0.9772923551928008
recursive_cs500_co200_nomic-embed-text:latest_Qwen3.5-397B-A17B_concise_rerank-huggingface:cross-encoder/ms-marco-MiniLM-L-6-v2_mmr-l0.5,Which park is home to the Fresno Chafffee Zoo?,Roeding Park,Roeding Park is home to the Fresno Chaffee Zoo.,0.39418960500006506,0.5370811630000389,0,0,1.0,,,,1.0,0.8075700502297508,True,1.0,1.0,0.3333333333333333,1.0,1.0,1.0,1.0,1.0,1.0,0.7301560991163495,0.2957703881369911,0.14906198734788823,0.3636363636363636,0.0,0.6944444444444445,0.9776363372802734,0.9918252825737,0.9846796979463037
recursive_cs500_co200_nomic-embed-text:latest_Qwen3.5-397B-A17B_concise_rerank-huggingface:cross-encoder/ms-marco-MiniLM-L-6-v2_mmr-l0.5,The point at which different radiometric isotopes stop diffusing into and out of the crystal lattice is called what?,particular closure temperature,The point at which different radiometric isotopes stop diffusing into and out of the crystal lattice is called the closure temperature.,0.49149285499970574,0.5944767440005307,0,0,1.0,,,,1.0,0.7605028836181087,True,1.0,1.0,0.3333333333333333,1.0,1.0,1.0,1.0,1.0,1.0,0.6188613561407416,0.5144246163784536,0.10681131389546927,0.16666666666666666,0.0,0.3906249999999999,0.9175763726234436,0.9702310562133789,0.9431693927758524
recursive_cs500_co200_nomic-embed-text:latest_Qwen3.5-397B-A17B_concise_rerank-huggingface:cross-encoder/ms-marco-MiniLM-L-6-v2_mmr-l0.5,What could someone be investigated for?,allegations of professional misconduct,allegations of professional misconduct,0.29395055799977854,0.39776508399972954,0,0,1.0,,,,1.0,1.0,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5508686818696009,0.4019120639994056,0.4019120639994056,1.0,1.0,0.9921875,1.0,1.0,1.0
recursive_cs500_co200_nomic-embed-text:latest_Qwen3.5-397B-A17B_concise_rerank-huggingface:cross-encoder/ms-marco-MiniLM-L-6-v2_mmr-l0.5,What are examples of economic actors?,"worker, capitalist/business owner, landlord","Examples of economic actors are workers, capitalists/business owners, and landlords.",0.41335163400071906,0.5996292980007638,0,0,1.0,,,,1.0,0.8167980407166022,True,1.0,1.0,0.3333333333333333,1.0,1.0,1.0,1.0,1.0,1.0,0.583238957506511,0.4119939187077142,0.1619721900043738,0.0,0.0,0.10869565217391305,0.9728622436523438,0.985947847366333,0.9793613370800872
