config_name,question,ground_truth,answer,ttft_seconds,total_seconds,token_count,tokens_per_second,faithfulness,answer_relevancy,answer_correctness,context_precision,context_recall,answer_valid
recursive_cs500_co100_nomic-embed-text:latest_Qwen/Qwen3-32B-AWQ_concise_mmr-l0.5,what circuit court is maryland,The Circuit Courts of Maryland are the state trial courts of general jurisdiction in Maryland.,The Circuit Courts of Maryland are the state trial courts of general jurisdiction.,0.7830550389999189,0.7851339730004838,0,0,1.0,0.3559866493140218,0.9981883797984248,0.3333333333,1.0,True
recursive_cs500_co100_nomic-embed-text:latest_Qwen/Qwen3-32B-AWQ_concise_mmr-l0.5,What happened during the Starving Time in Jamestown?,There is scientific evidence that the settlers at Jamestown had turned to cannibalism during the starving time.,I cannot answer from the provided context.,0.6604136260002633,0.6617100739995294,0,0,1.0,0.0,0.12943022995334919,0.0,0.0,True
recursive_cs500_co100_nomic-embed-text:latest_Qwen/Qwen3-32B-AWQ_concise_mmr-l0.5,how many members are in the house of representatives,The total number of voting representatives is fixed by law at 435.,The total number of voting representatives is fixed at 435.,0.7635698240001147,0.7653806159996748,0,0,1.0,0.7598453820692815,0.9950439349970018,0.8333333332916666,1.0,True
recursive_cs500_co100_nomic-embed-text:latest_Qwen/Qwen3-32B-AWQ_concise_mmr-l0.5,Where Elephants Live,"Elephants are scattered throughout sub-Saharan Africa , and South and Southeast Asia .",I cannot answer from the provided context.,0.5931320879999475,0.5943802559995675,0,0,1.0,0.0,0.12977788095590756,0.0,0.0,True
recursive_cs500_co100_nomic-embed-text:latest_Qwen/Qwen3-32B-AWQ_concise_mmr-l0.5,WHAT IS A FY QUARTER,"A fiscal year (or financial year, or sometimes budget year) is a period used for calculating annual (""yearly"") financial statements in businesses and other organizations.",I cannot answer from the provided context.,0.43255619399951684,0.43426461499984725,0,0,1.0,0.0,0.11988070130807518,0.0,0.0,True
recursive_cs500_co100_nomic-embed-text:latest_Qwen/Qwen3-32B-AWQ_concise_mmr-l0.5,what is homebrew for wii,"In more general terms, Wii Homebrew refers to the use of the Wii 's hardware, accessories and software for purposes outside those intended by the manufacturer.","Homebrew for Wii refers to unofficial software or applications created by developers outside of Nintendo, which can be run on the Wii console using the Homebrew Channel or other methods, allowing users to run custom games, tools, or modifications.",1.1710350989997096,1.18349999900056,0,0,0.125,0.40726706478524616,0.19590773881735823,0.0,0.0,True
recursive_cs500_co100_nomic-embed-text:latest_Qwen/Qwen3-32B-AWQ_concise_mmr-l0.5,Who was Daniel J Daly?,"Sergeant Major Daniel Joseph ""Dan"" Daly (November 11, 1873 – April 27, 1937) was a United States Marine and one of only nineteen men (including seven Marines) to have received the Medal of Honor twice",I cannot answer from the provided context.,0.9500871800000823,0.9526833429999897,0,0,1.0,0.0,0.12223296458135294,0.0,0.0,True
recursive_cs500_co100_nomic-embed-text:latest_Qwen/Qwen3-32B-AWQ_concise_mmr-l0.5,when did marlins start,The Miami Marlins began play in the 1993 season as the Florida Marlins.,The Florida Marlins (now Miami Marlins) started in 1993.,0.8153993659998378,0.8195828529997016,0,0,0.0,0.5818820057170129,0.9515301008782984,0.0,0.0,True
recursive_cs500_co100_nomic-embed-text:latest_Qwen/Qwen3-32B-AWQ_concise_mmr-l0.5,what is the ingredient in mustard,"Mustard (or yellow sauce) is a condiment made from the seeds of a mustard plant (white or yellow mustard, Sinapis hirta ; brown or Indian mustard, Brassica juncea ; or black mustard, B. nigra ).","The ingredient in mustard is the seeds of a mustard plant (white/yellow mustard, Sinapis alba; brown mustard, Brassica juncea; or black mustard, Brassica nigra).",0.9415928779999376,0.9523009260001345,0,0,1.0,0.9187870459572888,0.6531511428405603,0.49999999995,0.0,True
recursive_cs500_co100_nomic-embed-text:latest_Qwen/Qwen3-32B-AWQ_concise_mmr-l0.5,what were 3 important things that douglas MacArthur did?,"He officially accepted Japan's surrender on 2 September 1945, and oversaw the occupation of Japan from 1945 to 1951.",I cannot answer from the provided context.,0.6276626469998519,0.630137702999491,0,0,0.0,0.0,0.1231864002159171,0.0,0.0,True
