config_name,question,ground_truth,answer,ttft_seconds,total_seconds,token_count,tokens_per_second,faithfulness,answer_relevancy,answer_correctness,context_precision,context_recall,answer_valid
recursive_cs1000_co100_nomic-embed-text:latest_gpt-oss:20b_detailed,what circuit court is maryland,The Circuit Courts of Maryland are the state trial courts of general jurisdiction in Maryland.,"The **Circuit Courts of Maryland** are the state’s trial courts of general jurisdiction.  They are divided into eight judicial circuits—each circuit encompasses two or more counties (except the Eighth Circuit, which consists solely of Baltimore City).  These courts handle all civil and criminal matters that fall within the state’s jurisdiction, including jury trials, divorce, and most family‑law cases.",7.8421538540001166,11.951032680000026,243,20.332970924484115,0.6666666666666666,0.3559866493140218,0.3794101942372064,0.49999999995,1.0,True
recursive_cs1000_co100_nomic-embed-text:latest_gpt-oss:20b_detailed,What happened during the Starving Time in Jamestown?,There is scientific evidence that the settlers at Jamestown had turned to cannibalism during the starving time.,"I’m sorry, but the information you’re asking about isn’t included in the context provided.",0.622165453999969,3.285073099999863,155,47.18312052173404,1.0,0.0,0.1337461234895856,0.0,0.0,True
recursive_cs1000_co100_nomic-embed-text:latest_gpt-oss:20b_detailed,how many members are in the house of representatives,The total number of voting representatives is fixed by law at 435.,"The United States House of Representatives currently has **435 voting members**. This number has been fixed since the Apportionment Act of 1911 and the Reapportionment Act of 1929, which capped the size of the House at 435.",0.7482591779998984,3.511764064999852,161,45.8459045140912,0.6666666666666666,0.6917830673318962,0.5847289810626349,0.99999999995,1.0,True
recursive_cs1000_co100_nomic-embed-text:latest_gpt-oss:20b_detailed,Where Elephants Live,"Elephants are scattered throughout sub-Saharan Africa , and South and Southeast Asia .","The provided context does not contain any information about elephants or their habitats, so it cannot answer the question “Where Elephants Live.”",0.6490308689999438,6.484045430999913,339,52.28217531901567,1.0,0.0,0.12350563007669087,0.0,0.0,True
recursive_cs1000_co100_nomic-embed-text:latest_gpt-oss:20b_detailed,WHAT IS A FY QUARTER,"A fiscal year (or financial year, or sometimes budget year) is a period used for calculating annual (""yearly"") financial statements in businesses and other organizations.","A **FY quarter** (fiscal‑year quarter) is a three‑month period that makes up one‑quarter of a company’s or government’s fiscal year.  
- **Fiscal year (FY)**: the 12‑month accounting period that an organization uses for budgeting, reporting, and tax purposes. It does not have to coincide with the calendar year (January‑December).  
- **FY quarter**: the fiscal year is divided into four equal quarters, each lasting three months. They are usually labeled Q1, Q2, Q3, and Q4.

**Example**  
If a com",0.5445395910001025,8.815110728000036,484,54.90571984111758,0.0,0.615992793508272,0.3338180875293426,0.0,0.0,True
recursive_cs1000_co100_nomic-embed-text:latest_gpt-oss:20b_detailed,what is homebrew for wii,"In more general terms, Wii Homebrew refers to the use of the Wii 's hardware, accessories and software for purposes outside those intended by the manufacturer.","**Homebrew for the Wii** refers to unofficial, user‑made software that runs on the Nintendo Wii console without Nintendo’s approval. It is created by hobbyists, developers, and enthusiasts who write their own games, applications, or utilities and then find ways to load them onto the Wii. Because the Wii’s operating system only allows Nintendo‑signed code, homebrew requires an exploit—such as the popular “Letterbomb” or “Cicada” exploits—to bypass the security checks and run unsigned code. Once t",0.6773633299999346,6.716970824999862,354,52.702328061698445,0.0,0.41356265054195296,0.26180254695811245,0.0,0.0,True
recursive_cs1000_co100_nomic-embed-text:latest_gpt-oss:20b_detailed,Who was Daniel J Daly?,"Sergeant Major Daniel Joseph ""Dan"" Daly (November 11, 1873 – April 27, 1937) was a United States Marine and one of only nineteen men (including seven Marines) to have received the Medal of Honor twice","The provided context does not contain any information about a person named Daniel J. Daly, so I’m unable to answer who he is based on the material given.",0.7489966059999915,4.232872727000085,203,47.95797395587413,1.0,0.0,0.14120164096246846,0.0,0.0,True
recursive_cs1000_co100_nomic-embed-text:latest_gpt-oss:20b_detailed,when did marlins start,The Miami Marlins began play in the 1993 season as the Florida Marlins.,The Florida Marlins (now the Miami Marlins) were founded as an expansion franchise in 1993 and began play in the National League that same year.,0.7304330430001755,3.8074720920001255,183,48.06338577884814,0.0,0.6280769187760881,0.9668707246478088,0.249999999975,0.0,True
recursive_cs1000_co100_nomic-embed-text:latest_gpt-oss:20b_detailed,what is the ingredient in mustard,"Mustard (or yellow sauce) is a condiment made from the seeds of a mustard plant (white or yellow mustard, Sinapis hirta ; brown or Indian mustard, Brassica juncea ; or black mustard, B. nigra ).","The primary ingredient in mustard is the **seeds of the mustard plant** (such as white/yellow mustard, brown mustard, or black mustard). These seeds are ground or crushed and mixed with liquids (water, vinegar, wine, etc.) and seasonings to produce the condiment.",0.6557150070000262,4.02279147299987,199,49.468137072390185,,0.9076158449124949,,0.49999999995,0.0,True
recursive_cs1000_co100_nomic-embed-text:latest_gpt-oss:20b_detailed,what were 3 important things that douglas MacArthur did?,"He officially accepted Japan's surrender on 2 September 1945, and oversaw the occupation of Japan from 1945 to 1951.",,0.6241285030000654,9.37609025300003,512,54.60698288779563,,0.0,0.14923017281557402,0.0,0.0,False
