config_name,question,ground_truth,answer,ttft_seconds,total_seconds,token_count,tokens_per_second,faithfulness,answer_relevancy,answer_correctness,context_precision,context_recall,semantic_similarity,answer_valid,custom_hit@1,custom_ndcg@1,custom_recall@1,custom_hit@3,custom_ndcg@3,custom_recall@3,custom_hit@5,custom_ndcg@5,custom_recall@5,custom_context_relevance,custom_vec_dist_q_gt,custom_vec_dist_q_answer,custom_rouge_l,custom_bleu,custom_meteor,custom_bert_score_precision,custom_bert_score_recall,custom_bert_score_f1
recursive_cs500_co100_nomic-embed-text:latest_Qwen3.5-397B-A17B_concise_mmr-l0.5,In what year did Massachusetts first require children to be educated in schools?,1852,1852,0.5304031730000105,0.5310743490000078,0,0,1.0,,,,1.0,0.9999999999999999,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6937718109840212,0.5705468741257433,0.5705468741257433,1.0,0.0,0.5,1.0,1.0,1.0
recursive_cs500_co100_nomic-embed-text:latest_Qwen3.5-397B-A17B_concise_mmr-l0.5,When were stromules discovered?,1962,Stromules were first observed in 1962.,1.5369809790000062,1.549019173000005,0,0,1.0,,,,1.0,0.6952378243584426,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6780025727028326,0.6405832343349422,0.4360802113292236,0.2857142857142857,0.0,0.3333333333333333,0.9607759118080139,0.9744559526443481,0.9675675805219948
recursive_cs500_co100_nomic-embed-text:latest_Qwen3.5-397B-A17B_concise_mmr-l0.5,Which artist who had a major influence on the Gothic Revival is represented in the V&A's British galleries?,Horace Walpole,I cannot answer from the provided context.,0.37918334700000855,3.974815677999999,0,0,0.0,,,,1.0,0.6114890908009984,False,1.0,1.0,0.3333333333333333,1.0,1.0,1.0,1.0,1.0,1.0,0.7345075347688129,0.4311723859828702,0.5690088943020117,0.0,0.0,0.0,0.0,0.0,0.0
recursive_cs500_co100_nomic-embed-text:latest_Qwen3.5-397B-A17B_concise_mmr-l0.5,"In 1890, who did the university decide to team up with?",several regional colleges and universities,I cannot answer from the provided context.,0.5890005290000033,0.590136003000012,0,0,0.0,,,,1.0,0.3430237830767867,False,1.0,1.0,0.5,1.0,0.9197207891481876,1.0,1.0,0.9197207891481876,1.0,0.6452028277899347,0.4659700749260104,0.5912682277897099,0.0,0.0,0.0,0.0,0.0,0.0
recursive_cs500_co100_nomic-embed-text:latest_Qwen3.5-397B-A17B_concise_mmr-l0.5,Who got a touchdown making the score 10-7?,Jonathan Stewart,"Jonathan Stewart finished the drive with a 1-yard touchdown run, cutting the score to 10–7.",0.4844344639999889,4.385083649999999,0,0,1.0,,,,1.0,0.6217511591556566,True,1.0,1.0,0.3333333333333333,1.0,1.0,1.0,1.0,1.0,1.0,0.691844371641816,0.4151731059099395,0.19367385949316762,0.23529411764705882,0.0,0.5681818181818181,0.9557264447212219,0.9835976362228394,0.9694617636530728
recursive_cs500_co100_nomic-embed-text:latest_Qwen3.5-397B-A17B_concise_mmr-l0.5,How many Examination Boards exist in India?,30,I cannot answer from the provided context.,0.5822007910000053,0.5831953050000038,0,0,1.0,,,,0.0,0.3752133407491288,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6299886991796634,0.6187432495015572,0.4604562660510938,0.0,0.0,0.0,0.0,0.0,0.0
recursive_cs500_co100_nomic-embed-text:latest_Qwen3.5-397B-A17B_concise_mmr-l0.5,Who started rumors in 2008 that ABC would sell its ten owned-and-operated stations?,Caris & Co.,Caris & Co. started the rumors.,0.39577944999999204,0.5024977749999948,0,0,1.0,,,,1.0,0.695132380944141,True,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.7298177440360943,0.4508061355166967,0.3248664212575758,0.6666666666666666,0.0,0.8922558922558923,0.9873093366622925,0.9895542860031128,0.9884305366374012
recursive_cs500_co100_nomic-embed-text:latest_Qwen3.5-397B-A17B_concise_mmr-l0.5,Which network broadcasted the 50th Super Bowl game? ,CBS,CBS broadcast Super Bowl 50 in the U.S.,0.5845409920000009,0.5969979169999959,0,0,1.0,,,,1.0,0.608795912133846,True,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.6306853413241628,0.5211511785824013,0.28274747583452986,0.2222222222222222,0.0,0.29411764705882354,0.9542853832244873,0.9846398234367371,0.969224999518605
recursive_cs500_co100_nomic-embed-text:latest_Qwen3.5-397B-A17B_concise_mmr-l0.5,Why was this short termed organization created?,coordinate the response to the embargo,To coordinate the response to the embargo.,0.49764656399999296,0.5965003209999935,0,0,1.0,,,,1.0,0.9598646905243285,True,0.0,0.0,0.0,1.0,0.6309297535714575,1.0,1.0,0.6309297535714575,1.0,0.5768237260088568,0.5745778994246111,0.5295846831809283,0.923076923076923,0.8091067115702212,0.9653916211293262,0.9897798895835876,0.985117495059967,0.9874431887642602
recursive_cs500_co100_nomic-embed-text:latest_Qwen3.5-397B-A17B_concise_mmr-l0.5,What does LGM stands for?,Last Glacial Maximum,I cannot answer from the provided context.,0.38907999900000334,0.3901737310000044,0,0,1.0,,,,0.0,0.6031293660131565,False,1.0,1.0,0.3333333333333333,1.0,1.0,1.0,1.0,1.0,1.0,0.6550559060220106,0.3055562701598704,0.4542245199286876,0.0,0.0,0.0,0.0,0.0,0.0
recursive_cs500_co100_nomic-embed-text:latest_Qwen3.5-397B-A17B_concise_mmr-l0.5,What is the paper written by Richard Karp in 1972 that ushered in a new era of understanding between intractability and NP-complete problems?,"""Reducibility Among Combinatorial Problems""","""Reducibility Among Combinatorial Problems""",0.5018007369999964,0.6025596329999985,0,0,1.0,,,,1.0,1.0,True,0.0,0.0,0.0,1.0,0.5,1.0,1.0,0.5,1.0,0.7253469568909229,0.49227986282874303,0.49227986282874303,1.0,1.0,0.9921875,1.0,1.0,1.0
recursive_cs500_co100_nomic-embed-text:latest_Qwen3.5-397B-A17B_concise_mmr-l0.5,What Lake in a German island Mainau receives a fraction of the Rhine's flow?,Lake Überlingen,Lake Überlingen.,0.5014547430000107,0.5194215830000104,0,0,0.5,,,,1.0,0.9835760606158144,True,1.0,1.0,0.3333333333333333,1.0,1.0,1.0,1.0,1.0,1.0,0.7094637037077067,0.4461070020749931,0.4478732604817668,1.0,0.0,0.9375,0.9960847496986389,0.9993071556091309,0.9976933506838598
recursive_cs500_co100_nomic-embed-text:latest_Qwen3.5-397B-A17B_concise_mmr-l0.5,What studio does ABC own at 1500 Broadway in NYC?,Times Square Studios,ABC owns the Times Square Studios at 1500 Broadway.,0.4853635899999915,0.587465629999997,0,0,1.0,,,,1.0,0.6164109590830283,True,1.0,1.0,0.3333333333333333,1.0,1.0,1.0,1.0,1.0,1.0,0.6266103276584912,0.41997917264947293,0.1584634550175652,0.5,0.0,0.8179012345679012,0.9747196435928345,0.9888713359832764,0.9817444938322794
recursive_cs500_co100_nomic-embed-text:latest_Qwen3.5-397B-A17B_concise_mmr-l0.5,How many fraternities are apart of the university?,fifteen,There are fifteen fraternities at the University of Chicago.,0.6002678199999991,0.6283423129999903,0,0,1.0,,,,1.0,0.6091868764823156,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7177118975374067,0.6273266455420443,0.18503371706751714,0.19999999999999998,0.0,0.2777777777777778,0.9506776928901672,0.9725686311721802,0.9614985775791274
recursive_cs500_co100_nomic-embed-text:latest_Qwen3.5-397B-A17B_concise_mmr-l0.5,At what address did Goldenson secure a new headquarters for ABC?,1330 Avenue of the Americas in Manhattan,1330 Avenue of the Americas in Manhattan.,0.46651734200000305,0.5692043709999979,0,0,1.0,,,,1.0,0.9869960034334766,True,1.0,1.0,0.3333333333333333,1.0,1.0,1.0,1.0,1.0,1.0,0.673659053826006,0.4731628312407281,0.4515486780147365,1.0,1.0,0.9985422740524781,0.9973480701446533,0.9989714622497559,0.9981591061320486
recursive_cs500_co100_nomic-embed-text:latest_Qwen3.5-397B-A17B_concise_mmr-l0.5,Who had established the Russian empire to its former glory prior to 1921?,Bolshevik leaders,I cannot answer from the provided context.,0.5297473020000041,0.538194911000005,0,0,0.0,,,,1.0,0.473454715745519,False,0.0,0.0,0.0,1.0,0.5,1.0,1.0,0.5,1.0,0.676715124711512,0.50149465793141,0.5729628161119618,0.0,0.0,0.0,0.0,0.0,0.0
recursive_cs500_co100_nomic-embed-text:latest_Qwen3.5-397B-A17B_concise_mmr-l0.5,What does the Riemann hypothesis state the source of irregularity in the distribution of points comes from?,random noise,The Riemann hypothesis states that the irregularity in the distribution of primes only comes from random noise.,0.5667099940000071,0.6730888320000048,0,0,1.0,,,,1.0,0.7119297105091371,True,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.6724751003610857,0.4939421298736214,0.19006651600549418,0.21052631578947367,0.0,0.5357142857142858,0.9502918124198914,0.9824314117431641,0.9660943845158456
recursive_cs500_co100_nomic-embed-text:latest_Qwen3.5-397B-A17B_concise_mmr-l0.5,Which work of Luther's is effective in teaching children?,Small Catechism,Luther's Small Catechism.,0.40767801699999495,0.5062461619999965,0,0,1.0,,,,1.0,0.9033782816726896,True,0.0,0.0,0.0,1.0,0.6309297535714575,1.0,1.0,0.6309297535714575,1.0,0.657501536436596,0.3857577079884005,0.36407627968511036,0.8,0.0,0.8928571428571428,0.9854398965835571,0.9953076839447021,0.9903492103458296
recursive_cs500_co100_nomic-embed-text:latest_Qwen3.5-397B-A17B_concise_mmr-l0.5,How was the civil disobedience shown in Antigone?,obey her conscience rather than human law,Antigone defied King Creon by giving her brother Polynices a proper burial and obeying her conscience rather than human law.,0.5040613080000043,0.7101484360000114,0,0,0.6666666666666666,,,,1.0,0.7525659873705842,True,1.0,1.0,0.3333333333333333,1.0,1.0,1.0,1.0,1.0,1.0,0.7191363125532826,0.4066755323996867,0.3515118430570847,0.4444444444444444,0.23588448106534202,0.8101794934841406,0.9672523736953735,0.9782431721687317,0.9727167274610571
recursive_cs500_co100_nomic-embed-text:latest_Qwen3.5-397B-A17B_concise_mmr-l0.5,Where do juvenile platyctenids live?,among the plankton,Juvenile platyctenids live among the plankton.,0.4993146860000053,0.5162086499999958,0,0,1.0,,,,1.0,0.7930141611869439,True,1.0,1.0,0.3333333333333333,1.0,1.0,1.0,1.0,1.0,1.0,0.6874252630240342,0.45339407546927957,0.17328830300719078,0.6666666666666666,0.0,0.8922558922558923,0.9732636213302612,0.9905049204826355,0.9818085841872316
recursive_cs500_co100_nomic-embed-text:latest_Qwen3.5-397B-A17B_concise_mmr-l0.5,How often are elections held for the Victorian Parliament?,every four years,Elections for the Victorian Parliament are held every four years.,0.5929150900000053,0.6951463359999934,0,0,1.0,,,,1.0,0.7187709074367664,True,0.0,0.0,0.0,1.0,0.6309297535714575,1.0,1.0,0.6309297535714575,1.0,0.6458372625819728,0.5434001642414903,0.24828193292547662,0.4615384615384615,0.0,0.7957957957957958,0.9601080417633057,0.9659538269042969,0.9630220630705073
recursive_cs500_co100_nomic-embed-text:latest_Qwen3.5-397B-A17B_concise_mmr-l0.5,What magnetic and electric force acts on a charge?,unified electromagnetic,I cannot answer from the provided context.,0.41785722400000225,0.42498195299999963,0,0,0.0,,,,1.0,0.3432653083365612,False,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.7282287245041447,0.47407235930983105,0.5531418469098,0.0,0.0,0.0,0.0,0.0,0.0
recursive_cs500_co100_nomic-embed-text:latest_Qwen3.5-397B-A17B_concise_mmr-l0.5,What kinds of growth did Kublai encourage?,"commercial, scientific, and cultural","Kublai Khan promoted commercial, scientific, and cultural growth.",0.5232901180000056,0.5782231029999991,0,0,1.0,,,,1.0,0.7421440228397735,True,1.0,1.0,0.5,1.0,0.9197207891481876,1.0,1.0,0.9197207891481876,1.0,0.6699036910298988,0.5496873650907779,0.222662984094399,0.6666666666666666,0.345720784641941,0.9019886363636364,0.9727192521095276,0.9829549193382263,0.977810299849945
recursive_cs500_co100_nomic-embed-text:latest_Qwen3.5-397B-A17B_concise_mmr-l0.5,What was the name of the first episode of the new Doctor Who series?,Rose,"The name of the first episode of the new Doctor Who series was ""Rose"".",0.5779260200000067,0.6106870670000006,0,0,1.0,,,,1.0,0.675882112933622,True,1.0,1.0,0.3333333333333333,1.0,1.0,1.0,1.0,1.0,1.0,0.6697524948912043,0.38235930543325747,0.03119211553057355,0.13333333333333333,0.0,0.21739130434782605,0.960420548915863,0.9908086657524109,0.975377977614284
recursive_cs500_co100_nomic-embed-text:latest_Qwen3.5-397B-A17B_concise_mmr-l0.5,Each of the extended metropolitan areas has a population that exceeds what number?,five million,Five million.,0.5906072639999991,0.5918192869999928,0,0,1.0,,,,1.0,0.7436899859195714,True,1.0,1.0,0.5,1.0,0.9197207891481876,1.0,1.0,0.9197207891481876,1.0,0.7735605940782074,0.5094807952371139,0.4644563648149268,1.0,0.0,0.9375,0.9895861148834229,0.9918006658554077,0.9906921527927707
recursive_cs500_co100_nomic-embed-text:latest_Qwen3.5-397B-A17B_concise_mmr-l0.5,Why is giving a defiant speech sometimes more harmful for the individual?,lack of remorse,"It can suggest a lack of remorse, an attempt to avoid responsibility, and a likelihood of repeating illegal actions, leading to increased sentences.",0.4314394669999899,0.5525973479999919,0,0,1.0,,,,1.0,0.6710913679550975,True,0.0,0.0,0.0,1.0,0.6309297535714575,1.0,1.0,0.6309297535714575,1.0,0.6384988545102263,0.5798347244338684,0.4168898305130997,0.23076923076923078,0.0,0.588888888888889,0.952756941318512,0.9673552513122559,0.9600006019917993
recursive_cs500_co100_nomic-embed-text:latest_Qwen3.5-397B-A17B_concise_mmr-l0.5,When were Joseph Schumpeter and Norman Angell at their most prolific writing period?,before World War I,I cannot answer from the provided context.,0.31881867599999225,0.41131040899999505,0,0,0.0,,,,0.0,0.5217334979791353,False,1.0,1.0,0.3333333333333333,1.0,1.0,1.0,1.0,1.0,1.0,0.6304938061340182,0.45416912612649296,0.5621940060843797,0.0,0.0,0.0,0.0,0.0,0.0
recursive_cs500_co100_nomic-embed-text:latest_Qwen3.5-397B-A17B_concise_mmr-l0.5,How do competing businesses attract workers?,offering a higher wage,Competing businesses attract workers by offering a higher wage.,0.4237817129999826,0.5313484419999952,0,0,1.0,,,,1.0,0.8211696194430258,True,1.0,1.0,0.3333333333333333,1.0,1.0,1.0,1.0,1.0,1.0,0.5912233078859479,0.46126728482615453,0.232253599718365,0.6153846153846153,0.2984745896009823,0.8819444444444445,0.9755592346191406,0.9832438230514526,0.9793864551148573
recursive_cs500_co100_nomic-embed-text:latest_Qwen3.5-397B-A17B_concise_mmr-l0.5,How many teams up to Super Bowl 50 have been to the championship game eight times?,four,Four teams have made eight appearances in the Super Bowl.,0.3310607779999941,0.4298292649999951,0,0,1.0,,,,1.0,0.49319763152195384,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6887139083087154,0.5484502448978812,0.21774126078208011,0.18181818181818182,0.0,0.2631578947368421,0.959991455078125,0.9832111597061157,0.9714625790168833
recursive_cs500_co100_nomic-embed-text:latest_Qwen3.5-397B-A17B_concise_mmr-l0.5,What plants create most electric power?,steam turbine,Steam turbine plants generate most electric power.,0.3440154230000019,0.5332678089999945,0,0,1.0,,,,1.0,0.7009432527050843,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6117487061921438,0.4536777438150007,0.10304263651330314,0.4444444444444445,0.0,0.7499999999999999,0.9708070755004883,0.9849671125411987,0.9778358338471945
recursive_cs500_co100_nomic-embed-text:latest_Qwen3.5-397B-A17B_concise_mmr-l0.5,The epidemic in Newcastle was the most what in any British city at the time?,devastating loss,devastating loss,0.4241422439999951,0.42506606099999544,0,0,0.0,,,,1.0,1.0,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7085421331041072,0.5721892005572298,0.5721892005572298,1.0,0.0,0.9375,1.0,1.0,1.0
recursive_cs500_co100_nomic-embed-text:latest_Qwen3.5-397B-A17B_concise_mmr-l0.5,"What additional srevice did BSkyB offer besides Video on Demand that they claimed offered ""substantially more value""?",HD channels,HD channels,0.5300722369999846,0.5308566499999756,0,0,1.0,,,,1.0,1.0,True,1.0,1.0,0.3333333333333333,1.0,1.0,1.0,1.0,1.0,1.0,0.6224161505239056,0.4939643687211993,0.4939643687211993,1.0,0.0,0.9375,0.9999998807907104,0.9999998807907104,0.9999998807907104
recursive_cs500_co100_nomic-embed-text:latest_Qwen3.5-397B-A17B_concise_mmr-l0.5,Who did Tesla think would run the world of the future?,women,"Tesla indicated that humanity's future would be run by ""Queen Bees.""",0.2985915409999791,0.39879473599998505,0,0,1.0,,,,1.0,0.4450507800026143,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6001433644475119,0.5819125734851476,0.19406060538282266,0.0,0.0,0.0,0.9636715650558472,0.9782798290252686,0.9709207519536596
recursive_cs500_co100_nomic-embed-text:latest_Qwen3.5-397B-A17B_concise_mmr-l0.5,What have many HT members graduated to joining?,terrorist groups,terrorist groups,0.2935401630000172,0.2944163230000072,0,0,1.0,,,,1.0,1.0,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6952860723293753,0.5611884771574662,0.5611884771574662,1.0,0.0,0.9375,1.0,1.0,1.0
recursive_cs500_co100_nomic-embed-text:latest_Qwen3.5-397B-A17B_concise_mmr-l0.5,Approximately how many items are in the costume collection of the V&A?,"over 14,000","The costume collection contains over 14,000 outfits plus accessories.",0.38878660800000375,0.5210507790000065,0,0,1.0,,,,1.0,0.6334277760900349,True,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.7287067272519577,0.4934963539113152,0.1459395390477516,0.3636363636363636,0.0,0.6944444444444445,0.9694517254829407,0.9852608442306519,0.9772923551928008
recursive_cs500_co100_nomic-embed-text:latest_Qwen3.5-397B-A17B_concise_mmr-l0.5,Which park is home to the Fresno Chafffee Zoo?,Roeding Park,Roeding Park is home to the Fresno Chaffee Zoo.,0.3000949780000042,0.369099245000001,0,0,1.0,,,,1.0,0.8075700502297508,True,1.0,1.0,0.3333333333333333,1.0,1.0,1.0,1.0,1.0,1.0,0.7237816274858976,0.2957703881369911,0.14906198734788823,0.3636363636363636,0.0,0.6944444444444445,0.9776363372802734,0.9918252825737,0.9846796979463037
recursive_cs500_co100_nomic-embed-text:latest_Qwen3.5-397B-A17B_concise_mmr-l0.5,The point at which different radiometric isotopes stop diffusing into and out of the crystal lattice is called what?,particular closure temperature,The point at which different radiometric isotopes stop diffusing into and out of the crystal lattice is called the closure temperature.,0.6110876689999998,0.6823913819999916,0,0,1.0,,,,1.0,0.7605028836181087,True,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.6110751752156873,0.5144246163784536,0.10681131389546927,0.16666666666666666,0.0,0.3906249999999999,0.9175763726234436,0.9702310562133789,0.9431693927758524
recursive_cs500_co100_nomic-embed-text:latest_Qwen3.5-397B-A17B_concise_mmr-l0.5,What could someone be investigated for?,allegations of professional misconduct,I cannot answer from the provided context.,0.3068912620000219,0.34869642399999634,0,0,0.0,,,,0.0,0.41200233285373206,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5694694057863544,0.4019120639994056,0.43030365592590736,0.0,0.0,0.0,0.0,0.0,0.0
recursive_cs500_co100_nomic-embed-text:latest_Qwen3.5-397B-A17B_concise_mmr-l0.5,What are examples of economic actors?,"worker, capitalist/business owner, landlord","Examples of economic actors are workers, capitalists/business owners, and landlords.",0.30122288799998387,0.5004068279999956,0,0,1.0,,,,1.0,0.8167980407166022,True,1.0,1.0,0.3333333333333333,1.0,1.0,1.0,1.0,1.0,1.0,0.5523606620787426,0.4119939187077142,0.1619721900043738,0.0,0.0,0.10869565217391305,0.9728622436523438,0.985947847366333,0.9793613370800872
recursive_cs500_co100_nomic-embed-text:latest_Qwen3.5-397B-A17B_concise_mmr-l0.5,What field involves the study of the immune system?,Immunology,Immunology covers the study of all aspects of the immune system.,0.4318740299999888,0.43284420699998805,0,0,1.0,,,,1.0,0.5447069274741935,True,0.0,0.0,0.0,1.0,0.6934264036172708,1.0,1.0,0.6934264036172708,1.0,0.7022724549424936,0.5347280002520878,0.11788715262633864,0.16666666666666669,0.0,0.25,0.9679272770881653,0.9872303605079651,0.9774835300545013
recursive_cs500_co100_nomic-embed-text:latest_Qwen3.5-397B-A17B_concise_mmr-l0.5,What are the phagocytes that are located in tissues in contact with the external environment called?,Dendritic cells,Dendritic cells.,0.5242032689999974,0.5650185639999847,0,0,1.0,,,,1.0,0.9882526197263494,True,1.0,1.0,0.3333333333333333,1.0,1.0,1.0,1.0,1.0,1.0,0.7156607391542052,0.45829447732940487,0.45202819089150736,1.0,0.0,0.9375,0.9949424862861633,0.998544454574585,0.9967402162892798
recursive_cs500_co100_nomic-embed-text:latest_Qwen3.5-397B-A17B_concise_mmr-l0.5,What did the merchants of Newcastle plot to do to Timothy Dexter?,ruin him,The merchants plotted to ruin him.,0.4878185729999984,0.5918964800000026,0,0,0.0,,,,1.0,0.6892796941923178,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6548868844043482,0.5332701608216746,0.16693250057129305,0.5,0.0,0.7812499999999999,0.9792785048484802,0.9810448288917542,0.9801608711083741
recursive_cs500_co100_nomic-embed-text:latest_Qwen3.5-397B-A17B_concise_mmr-l0.5,What job did Tesla's father have in Gospic?,pastor,Tesla's father worked as a pastor.,0.5294059320000031,0.5302379320000057,0,0,1.0,,,,1.0,0.7122159429980028,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6214407993796686,0.5150108755686178,0.13988951084156742,0.2857142857142857,0.0,0.3333333333333333,0.9602333903312683,0.9636653661727905,0.961946317161071
