config_name,question,ground_truth,answer,ttft_seconds,total_seconds,token_count,tokens_per_second,faithfulness,answer_relevancy,answer_correctness,context_precision,context_recall,answer_valid,custom_hit@1,custom_ndcg@1,custom_recall@1,custom_hit@3,custom_ndcg@3,custom_recall@3,custom_hit@5,custom_ndcg@5,custom_recall@5,custom_context_relevance,custom_rouge_l,custom_bleu,custom_meteor,custom_bert_score_precision,custom_bert_score_recall,custom_bert_score_f1
recursive_cs500_co200_nomic-embed-text:latest_Qwen3.5-397B-A17B_concise,In what year did Massachusetts first require children to be educated in schools?,1852,Massachusetts first required children to be educated in schools in 1852.,0.8103856470006576,3.72695554999882,0,0,1.0,,,,,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6439081213794865,0.16666666666666669,0.0,0.25,0.9588834047317505,0.9848374128341675,0.971687130159174
recursive_cs500_co200_nomic-embed-text:latest_Qwen3.5-397B-A17B_concise,When were stromules discovered?,1962,Stromules were first observed in 1962.,0.5804620099988824,0.7884375889989315,0,0,1.0,,,,,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5659377767870997,0.2857142857142857,0.0,0.3333333333333333,0.9607759118080139,0.9744558334350586,0.9675675217570514
recursive_cs500_co200_nomic-embed-text:latest_Qwen3.5-397B-A17B_concise,Which artist who had a major influence on the Gothic Revival is represented in the V&A's British galleries?,Horace Walpole,Horace Walpole is the artist who had a major influence on the Gothic Revival and is represented in the V&A's British galleries.,2.8113064839999424,3.200946220997139,0,0,0.0,,,,,True,1.0,1.0,0.09090909090909091,1.0,1.0,0.2727272727272727,1.0,1.0,0.45454545454545453,0.6167140104623737,0.16666666666666669,0.0,0.46875,0.9537980556488037,0.9940529465675354,0.9735095410986423
recursive_cs500_co200_nomic-embed-text:latest_Qwen3.5-397B-A17B_concise,"In 1890, who did the university decide to team up with?",several regional colleges and universities,I cannot answer from the provided context.,0.6849674629993387,2.8327599149997695,0,0,0.0,,,,,False,1.0,1.0,0.14285714285714285,1.0,0.7039180890341347,0.2857142857142857,1.0,0.7860137352654724,0.5714285714285714,0.5844371665778748,0.0,0.0,0.0,0.0,0.0,0.0
recursive_cs500_co200_nomic-embed-text:latest_Qwen3.5-397B-A17B_concise,Who got a touchdown making the score 10-7?,Jonathan Stewart,"Jonathan Stewart finished the drive with a 1-yard touchdown run, cutting the score to 10–7.",2.8054652540013194,3.1177026360019227,0,0,1.0,,,,,True,1.0,1.0,0.08333333333333333,1.0,1.0,0.25,1.0,1.0,0.4166666666666667,0.6125752641798906,0.23529411764705882,0.0,0.5681818181818181,0.9557264447212219,0.9835977554321289,0.9694618215567966
recursive_cs500_co200_nomic-embed-text:latest_Qwen3.5-397B-A17B_concise,How many Examination Boards exist in India?,30,I cannot answer from the provided context.,0.5604403260003892,2.811091334999219,0,0,1.0,,,,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.611610328869263,0.0,0.0,0.0,0.0,0.0,0.0
recursive_cs500_co200_nomic-embed-text:latest_Qwen3.5-397B-A17B_concise,Who started rumors in 2008 that ABC would sell its ten owned-and-operated stations?,Caris & Co.,Caris & Co.,2.8222855089989025,2.87591966400214,0,0,1.0,,,,,True,1.0,1.0,0.09090909090909091,1.0,0.7653606369886217,0.18181818181818182,1.0,0.830419897363192,0.36363636363636365,0.6463736404524486,1.0,0.0,0.9814814814814815,0.9999999403953552,0.9999999403953552,0.9999999403953552
recursive_cs500_co200_nomic-embed-text:latest_Qwen3.5-397B-A17B_concise,Which network broadcasted the 50th Super Bowl game? ,CBS,CBS broadcast Super Bowl 50 in the U.S.,0.8115810359995521,0.8651268839967088,0,0,1.0,,,,,True,1.0,1.0,0.1111111111111111,1.0,0.7039180890341347,0.2222222222222222,1.0,0.6548086577531307,0.3333333333333333,0.5782932499381438,0.2222222222222222,0.0,0.29411764705882354,0.9542853832244873,0.9846400022506714,0.9692250861480924
recursive_cs500_co200_nomic-embed-text:latest_Qwen3.5-397B-A17B_concise,Why was this short termed organization created?,coordinate the response to the embargo,It was created to coordinate the response to the embargo.,0.7033421199994336,0.8265137329981371,0,0,1.0,,,,,True,0.0,0.0,0.0,1.0,0.5,1.0,1.0,0.5,1.0,0.5540463004299597,0.7499999999999999,0.5169731539571706,0.9201388888888891,0.9859281182289124,0.982958972454071,0.9844413065572887
recursive_cs500_co200_nomic-embed-text:latest_Qwen3.5-397B-A17B_concise,What does LGM stands for?,Last Glacial Maximum,I cannot answer from the provided context.,0.5370628040000156,0.6407348409993574,0,0,1.0,,,,,False,1.0,1.0,0.08333333333333333,1.0,1.0,0.25,1.0,1.0,0.4166666666666667,0.6000800969347525,0.0,0.0,0.0,0.0,0.0,0.0
