config_name,question,ground_truth,answer,ttft_seconds,total_seconds,token_count,tokens_per_second,faithfulness,answer_relevancy,answer_correctness,context_precision,context_recall,answer_valid,custom_hit@1,custom_ndcg@1,custom_recall@1,custom_hit@3,custom_ndcg@3,custom_recall@3,custom_hit@5,custom_ndcg@5,custom_recall@5,custom_context_relevance,custom_vec_dist_q_gt,custom_vec_dist_q_answer,custom_rouge_l,custom_bleu,custom_meteor,custom_bert_score_precision,custom_bert_score_recall,custom_bert_score_f1
recursive_cs1000_co200_nomic-embed-text:latest_Qwen3.5-397B-A17B_concise_mmr-l0.5,In what year did Massachusetts first require children to be educated in schools?,1852,Massachusetts first required children to be educated in schools in 1852.,0.8013799199998175,0.9609536119996847,0,0,1.0,,,,,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6903693844319845,0.5705468741257433,0.06426099317984302,0.16666666666666669,0.0,0.25,0.9588832259178162,0.9848376512527466,0.9716871543955661
recursive_cs1000_co200_nomic-embed-text:latest_Qwen3.5-397B-A17B_concise_mmr-l0.5,When were stromules discovered?,1962,Stromules were first observed in 1962.,2.5539589790005266,2.6598752999998396,0,0,1.0,,,,,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6232631496929356,0.6405832343349422,0.4360802113292236,0.2857142857142857,0.0,0.3333333333333333,0.9607759118080139,0.9744559526443481,0.9675675805219948
recursive_cs1000_co200_nomic-embed-text:latest_Qwen3.5-397B-A17B_concise_mmr-l0.5,Which artist who had a major influence on the Gothic Revival is represented in the V&A's British galleries?,Horace Walpole,Horace Walpole.,0.4494935839993559,0.5064264149996234,0,0,0.0,,,,,True,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.6760519159681709,0.4311723859828702,0.44620307713740026,1.0,0.0,0.9375,0.9941795468330383,0.9984198212623596,0.9962951723712616
recursive_cs1000_co200_nomic-embed-text:latest_Qwen3.5-397B-A17B_concise_mmr-l0.5,"In 1890, who did the university decide to team up with?",several regional colleges and universities,I cannot answer from the provided context.,0.49269928299963794,2.7277798340001027,0,0,0.0,,,,,False,1.0,1.0,0.3333333333333333,1.0,1.0,1.0,1.0,1.0,1.0,0.6182672154382141,0.4659700749260104,0.5912682277897099,0.0,0.0,0.0,0.0,0.0,0.0
recursive_cs1000_co200_nomic-embed-text:latest_Qwen3.5-397B-A17B_concise_mmr-l0.5,Who got a touchdown making the score 10-7?,Jonathan Stewart,"Jonathan Stewart finished the drive with a 1-yard touchdown run, cutting the score to 10–7.",0.3866279300000315,2.843522182000015,0,0,1.0,,,,,True,1.0,1.0,0.3333333333333333,1.0,1.0,1.0,1.0,1.0,1.0,0.6489406717379581,0.4151731059099395,0.19367385949316762,0.23529411764705882,0.0,0.5681818181818181,0.9557264447212219,0.9835976362228394,0.9694617636530728
recursive_cs1000_co200_nomic-embed-text:latest_Qwen3.5-397B-A17B_concise_mmr-l0.5,How many Examination Boards exist in India?,30,I cannot answer from the provided context.,0.2792063480001161,0.4084742289996939,0,0,1.0,,,,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.603437113019983,0.6187432495015572,0.4604562660510938,0.0,0.0,0.0,0.0,0.0,0.0
recursive_cs1000_co200_nomic-embed-text:latest_Qwen3.5-397B-A17B_concise_mmr-l0.5,Who started rumors in 2008 that ABC would sell its ten owned-and-operated stations?,Caris & Co.,Caris & Co.,2.748663232000581,2.8383207740007492,0,0,1.0,,,,,True,1.0,1.0,0.5,1.0,0.9197207891481876,1.0,1.0,0.9197207891481876,1.0,0.7260875916403488,0.4508061355166967,0.4508061355166967,1.0,0.0,0.9814814814814815,0.9999998211860657,0.9999998211860657,0.9999998211860657
recursive_cs1000_co200_nomic-embed-text:latest_Qwen3.5-397B-A17B_concise_mmr-l0.5,Which network broadcasted the 50th Super Bowl game? ,CBS,CBS broadcast Super Bowl 50 in the U.S.,0.3841882719998466,0.5324599069999749,0,0,1.0,,,,,True,1.0,1.0,0.3333333333333333,1.0,1.0,1.0,1.0,1.0,1.0,0.6282546302401388,0.5211511785824013,0.28274747583452986,0.2222222222222222,0.0,0.29411764705882354,0.9542853832244873,0.9846398234367371,0.969224999518605
recursive_cs1000_co200_nomic-embed-text:latest_Qwen3.5-397B-A17B_concise_mmr-l0.5,Why was this short termed organization created?,coordinate the response to the embargo,It was created to coordinate the response to the embargo.,0.39667252900017047,0.5139409060002436,0,0,1.0,,,,,True,0.0,0.0,0.0,1.0,0.6309297535714575,1.0,1.0,0.6309297535714575,1.0,0.5729333832778597,0.5745778994246111,0.372133012650105,0.7499999999999999,0.5169731539571706,0.9201388888888891,0.9859281778335571,0.9829589128494263,0.9844413063775136
recursive_cs1000_co200_nomic-embed-text:latest_Qwen3.5-397B-A17B_concise_mmr-l0.5,What does LGM stands for?,Last Glacial Maximum,I cannot answer from the provided context.,0.44892738299949997,0.5102838200000406,0,0,1.0,,,,,False,1.0,1.0,0.3333333333333333,1.0,1.0,1.0,1.0,1.0,1.0,0.6194648358523024,0.3055562701598704,0.4542245199286876,0.0,0.0,0.0,0.0,0.0,0.0
recursive_cs1000_co200_nomic-embed-text:latest_Qwen3.5-397B-A17B_concise_mmr-l0.5,What is the paper written by Richard Karp in 1972 that ushered in a new era of understanding between intractability and NP-complete problems?,"""Reducibility Among Combinatorial Problems""","The paper is ""Reducibility Among Combinatorial Problems"".",0.4937060559996098,0.5612073949996557,0,0,1.0,,,,,True,0.0,0.0,0.0,1.0,0.6309297535714575,1.0,1.0,0.6309297535714575,1.0,0.6647717125412576,0.49227986282874303,0.41040464115013187,0.7272727272727273,0.4111336169005197,0.9229651162790697,0.9834226965904236,0.9909399747848511,0.9871670248742616
recursive_cs1000_co200_nomic-embed-text:latest_Qwen3.5-397B-A17B_concise_mmr-l0.5,What Lake in a German island Mainau receives a fraction of the Rhine's flow?,Lake Überlingen,A small fraction of the Rhine's flow is diverted off the island of Mainau into Lake Überlingen.,0.5906732069997815,0.8362681670005259,0,0,1.0,,,,,True,1.0,1.0,0.3333333333333333,1.0,1.0,1.0,1.0,1.0,1.0,0.63491866691611,0.4461070020749931,0.11454268159474645,0.21052631578947367,0.0,0.5357142857142858,0.9718985557556152,0.9928386807441711,0.9822570285608523
recursive_cs1000_co200_nomic-embed-text:latest_Qwen3.5-397B-A17B_concise_mmr-l0.5,What studio does ABC own at 1500 Broadway in NYC?,Times Square Studios,ABC owns the Times Square Studios at 1500 Broadway.,0.5170448349999788,0.5974547320001875,0,0,0.5,,,,,True,1.0,1.0,0.3333333333333333,1.0,1.0,1.0,1.0,1.0,1.0,0.6038000853056424,0.41997917264947293,0.1584634550175652,0.5,0.0,0.8179012345679012,0.9747196435928345,0.9888713359832764,0.9817444938322794
recursive_cs1000_co200_nomic-embed-text:latest_Qwen3.5-397B-A17B_concise_mmr-l0.5,How many fraternities are apart of the university?,fifteen,There are fifteen fraternities at the University of Chicago.,0.4053128569994442,0.5405558069996914,0,0,1.0,,,,,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6592711480463512,0.6273266455420443,0.18503371706751714,0.19999999999999998,0.0,0.2777777777777778,0.9506776928901672,0.9725686311721802,0.9614985775791274
recursive_cs1000_co200_nomic-embed-text:latest_Qwen3.5-397B-A17B_concise_mmr-l0.5,At what address did Goldenson secure a new headquarters for ABC?,1330 Avenue of the Americas in Manhattan,Goldenson secured a new headquarters for ABC at 1330 Avenue of the Americas in Manhattan.,0.2945825640008479,0.5417660280008931,0,0,1.0,,,,,True,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.660984388581177,0.4731628312407281,0.16668512476607544,0.6363636363636364,0.4001601601922499,0.8961276818419676,0.9815521240234375,0.9935906529426575,0.9875347009634846
recursive_cs1000_co200_nomic-embed-text:latest_Qwen3.5-397B-A17B_concise_mmr-l0.5,Who had established the Russian empire to its former glory prior to 1921?,Bolshevik leaders,I cannot answer from the provided context.,0.30541835900021397,0.39101959300023736,0,0,1.0,,,,,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6663795235856729,0.50149465793141,0.5729628161119618,0.0,0.0,0.0,0.0,0.0,0.0
recursive_cs1000_co200_nomic-embed-text:latest_Qwen3.5-397B-A17B_concise_mmr-l0.5,What does the Riemann hypothesis state the source of irregularity in the distribution of points comes from?,random noise,The Riemann hypothesis states that the irregularity in the distribution of primes only comes from random noise.,0.3760070939997604,0.5986832959997628,0,0,1.0,,,,,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6425520846717679,0.4939421298736214,0.19006651600549418,0.21052631578947367,0.0,0.5357142857142858,0.9502918124198914,0.9824314117431641,0.9660943845158456
recursive_cs1000_co200_nomic-embed-text:latest_Qwen3.5-397B-A17B_concise_mmr-l0.5,Which work of Luther's is effective in teaching children?,Small Catechism,Luther's Small Catechism proved especially effective in helping parents teach their children.,0.3360749240000587,0.514945341999919,0,0,1.0,,,,,True,0.0,0.0,0.0,1.0,0.6309297535714575,1.0,1.0,0.6309297535714575,1.0,0.656972595817658,0.3857577079884005,0.18599201971590706,0.2857142857142857,0.0,0.625,0.9758420586585999,0.9933369159698486,0.9845117721760158
recursive_cs1000_co200_nomic-embed-text:latest_Qwen3.5-397B-A17B_concise_mmr-l0.5,How was the civil disobedience shown in Antigone?,obey her conscience rather than human law,Antigone showed civil disobedience by defying King Creon's order to stop her from giving her brother Polynices a proper burial.,0.5858352109999032,0.8518462060001184,0,0,1.0,,,,,True,1.0,1.0,0.3333333333333333,1.0,1.0,1.0,1.0,1.0,1.0,0.706628061196052,0.4066755323996867,0.24640738397387518,0.07407407407407408,0.0,0.060240963855421686,0.9682988524436951,0.9654830694198608,0.9668889108986414
recursive_cs1000_co200_nomic-embed-text:latest_Qwen3.5-397B-A17B_concise_mmr-l0.5,Where do juvenile platyctenids live?,among the plankton,Juvenile platyctenids live among the plankton.,0.39706130900049175,0.47459999000056996,0,0,1.0,,,,,True,1.0,1.0,0.3333333333333333,1.0,1.0,1.0,1.0,1.0,1.0,0.6391114738511984,0.45339407546927957,0.17328830300719078,0.6666666666666666,0.0,0.8922558922558923,0.9732636213302612,0.9905049204826355,0.9818085841872316
recursive_cs1000_co200_nomic-embed-text:latest_Qwen3.5-397B-A17B_concise_mmr-l0.5,How often are elections held for the Victorian Parliament?,every four years,Elections for the Victorian Parliament occur in November every four years.,0.5864615959999355,0.6875197909994313,0,0,1.0,,,,,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6256794081173761,0.5434001642414903,0.3417923247461512,0.42857142857142855,0.0,0.7748538011695907,0.9605984091758728,0.9712408185005188,0.9658902995778239
recursive_cs1000_co200_nomic-embed-text:latest_Qwen3.5-397B-A17B_concise_mmr-l0.5,What magnetic and electric force acts on a charge?,unified electromagnetic,"The unified electromagnetic force acts on a charge, written as a sum of the electrostatic force due to the electric field and the magnetic force due to the magnetic field.",0.46751836799921875,0.8822073189994626,0,0,1.0,,,,,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6345553554799,0.47407235930983105,0.16639337021138711,0.125,0.0,0.39062499999999994,0.9403321146965027,0.9720326066017151,0.9559196175709083
recursive_cs1000_co200_nomic-embed-text:latest_Qwen3.5-397B-A17B_concise_mmr-l0.5,What kinds of growth did Kublai encourage?,"commercial, scientific, and cultural","Kublai Khan promoted commercial, scientific, and cultural growth.",0.5430465350000304,0.6416289899998446,0,0,1.0,,,,,True,0.0,0.0,0.0,1.0,0.6309297535714575,1.0,1.0,0.6309297535714575,1.0,0.6512238424172331,0.5496873650907779,0.222662984094399,0.6666666666666666,0.345720784641941,0.9019886363636364,0.9727192521095276,0.9829549193382263,0.977810299849945
