config_name,question,ground_truth,answer,ttft_seconds,total_seconds,token_count,tokens_per_second,faithfulness,answer_relevancy,answer_correctness,context_precision,context_recall,answer_valid,custom_hit@1,custom_ndcg@1,custom_recall@1,custom_hit@3,custom_ndcg@3,custom_recall@3,custom_hit@5,custom_ndcg@5,custom_recall@5,custom_context_relevance,custom_vec_dist_q_gt,custom_vec_dist_q_answer,custom_rouge_l,custom_bleu,custom_meteor,custom_bert_score_precision,custom_bert_score_recall,custom_bert_score_f1
semantic_cs1000_co200_nomic-embed-text:latest_Qwen/Qwen3-32B-AWQ_concise,In what year did Massachusetts first require children to be educated in schools?,1852,1852.,1.1130921309995756,1.114112261999253,0,0,1.0,,,,,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6390136810815896,0.5705468741257433,0.5566979476094055,1.0,0.0,0.5,0.9881905913352966,0.9956738948822021,0.9919181292838475
semantic_cs1000_co200_nomic-embed-text:latest_Qwen/Qwen3-32B-AWQ_concise,When were stromules discovered?,1962,Stromules were first observed in 1962.,0.9629111110007216,0.9657526129994949,0,0,1.0,,,,,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5671303860359352,0.6405832343349422,0.4360802113292236,0.2857142857142857,0.0,0.3333333333333333,0.9607759118080139,0.9744559526443481,0.9675675805219948
semantic_cs1000_co200_nomic-embed-text:latest_Qwen/Qwen3-32B-AWQ_concise,Which artist who had a major influence on the Gothic Revival is represented in the V&A's British galleries?,Horace Walpole,Horace Walpole.,0.8027921739994781,0.8042248370002198,0,0,0.0,,,,,True,1.0,1.0,0.1111111111111111,1.0,1.0,0.3333333333333333,1.0,0.8687949224876582,0.4444444444444444,0.6189385253128961,0.4311723859828702,0.44620307713740026,1.0,0.0,0.9375,0.9941795468330383,0.9984198212623596,0.9962951723712616
semantic_cs1000_co200_nomic-embed-text:latest_Qwen/Qwen3-32B-AWQ_concise,"In 1890, who did the university decide to team up with?",several regional colleges and universities,I cannot answer from the provided context.,0.7572321360021306,0.7592353760010155,0,0,0.0,,,,,False,1.0,1.0,0.125,1.0,1.0,0.375,1.0,1.0,0.625,0.556737076185829,0.4659700749260104,0.5912682277897099,0.0,0.0,0.0,0.0,0.0,0.0
semantic_cs1000_co200_nomic-embed-text:latest_Qwen/Qwen3-32B-AWQ_concise,Who got a touchdown making the score 10-7?,Jonathan Stewart,Jonathan Stewart.,0.7272267600019404,0.7281697920006991,0,0,1.0,,,,,True,1.0,1.0,0.08333333333333333,1.0,1.0,0.25,1.0,1.0,0.4166666666666667,0.5902643504545234,0.4151731059099395,0.4209663532830348,1.0,0.0,0.9375,0.9944308400154114,0.9982596039772034,0.9963415436945623
semantic_cs1000_co200_nomic-embed-text:latest_Qwen/Qwen3-32B-AWQ_concise,How many Examination Boards exist in India?,30,I cannot answer from the provided context.,0.9852260550032952,0.9870345200033626,0,0,1.0,,,,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6039713488444342,0.6187432495015572,0.4604562660510938,0.0,0.0,0.0,0.0,0.0,0.0
semantic_cs1000_co200_nomic-embed-text:latest_Qwen/Qwen3-32B-AWQ_concise,Who started rumors in 2008 that ABC would sell its ten owned-and-operated stations?,Caris & Co.,Caris & Co.,0.7386744229988835,0.7401244199973007,0,0,1.0,,,,,True,1.0,1.0,0.09090909090909091,1.0,0.7653606369886217,0.18181818181818182,1.0,0.830419897363192,0.36363636363636365,0.6456055755558074,0.4508061355166967,0.4508061355166967,1.0,0.0,0.9814814814814815,0.9999998211860657,0.9999998211860657,0.9999998211860657
semantic_cs1000_co200_nomic-embed-text:latest_Qwen/Qwen3-32B-AWQ_concise,Which network broadcasted the 50th Super Bowl game? ,CBS,CBS broadcasted the 50th Super Bowl game.,1.0594086069977493,1.0617127359982987,0,0,1.0,,,,,True,1.0,1.0,0.1,1.0,1.0,0.3,1.0,1.0,0.5,0.5820811152960288,0.5211511785824013,0.07243961306376956,0.25,0.0,0.3125,0.9539243578910828,0.9850497841835022,0.9692372502323465
semantic_cs1000_co200_nomic-embed-text:latest_Qwen/Qwen3-32B-AWQ_concise,Why was this short termed organization created?,coordinate the response to the embargo,"The short-term organization, the Federal Energy Office, was created to coordinate the response to the oil embargo.",1.1724359300023934,1.1781351839999843,0,0,1.0,,,,,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5478887546275948,0.5745778994246111,0.31503419476898353,0.5217391304347826,0.2240750868020436,0.6005477308294209,0.9731248617172241,0.9762352108955383,0.9746775549094995
semantic_cs1000_co200_nomic-embed-text:latest_Qwen/Qwen3-32B-AWQ_concise,What does LGM stands for?,Last Glacial Maximum,I cannot answer from the provided context.,0.7516874569992069,0.7534160290015279,0,0,1.0,,,,,False,1.0,1.0,0.08333333333333333,1.0,1.0,0.25,1.0,1.0,0.4166666666666667,0.5897278671563361,0.3055562701598704,0.4542245199286876,0.0,0.0,0.0,0.0,0.0,0.0
semantic_cs1000_co200_nomic-embed-text:latest_Qwen/Qwen3-32B-AWQ_concise,What is the paper written by Richard Karp in 1972 that ushered in a new era of understanding between intractability and NP-complete problems?,"""Reducibility Among Combinatorial Problems""","""Reducibility Among Combinatorial Problems""",0.8793505889989319,0.8814467579977645,0,0,0.5,,,,,True,0.0,0.0,0.0,1.0,0.23463936301137822,0.25,1.0,0.36331756126716835,0.5,0.6318472808278174,0.49227986282874303,0.49227986282874303,1.0,1.0,0.9921875,1.0,1.0,1.0
semantic_cs1000_co200_nomic-embed-text:latest_Qwen/Qwen3-32B-AWQ_concise,What Lake in a German island Mainau receives a fraction of the Rhine's flow?,Lake Überlingen,Lake Überlingen.,1.048415968001791,1.0496181180023996,0,0,0.0,,,,,True,1.0,1.0,0.1,1.0,1.0,0.3,1.0,1.0,0.5,0.5815602783497602,0.4461070020749931,0.4478732604817668,1.0,0.0,0.9375,0.9960847496986389,0.9993071556091309,0.9976933506838598
semantic_cs1000_co200_nomic-embed-text:latest_Qwen/Qwen3-32B-AWQ_concise,What studio does ABC own at 1500 Broadway in NYC?,Times Square Studios,ABC owns the Times Square Studios at 1500 Broadway in NYC.,1.0734018240000296,1.0766173529991647,0,0,0.5,,,,,True,1.0,1.0,0.08333333333333333,1.0,1.0,0.25,1.0,1.0,0.4166666666666667,0.5877529287905879,0.41997917264947293,0.15383402194523066,0.42857142857142855,0.0,0.7748538011695907,0.9746522307395935,0.9871917366981506,0.980881909377514
semantic_cs1000_co200_nomic-embed-text:latest_Qwen/Qwen3-32B-AWQ_concise,How many fraternities are apart of the university?,fifteen,There are fifteen fraternities at the University of Chicago.,0.8646546269992541,0.8670620939992659,0,0,1.0,,,,,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5896204080356104,0.6273266455420443,0.18503371706751714,0.19999999999999998,0.0,0.2777777777777778,0.9506776928901672,0.9725686311721802,0.9614985775791274
semantic_cs1000_co200_nomic-embed-text:latest_Qwen/Qwen3-32B-AWQ_concise,At what address did Goldenson secure a new headquarters for ABC?,1330 Avenue of the Americas in Manhattan,1330 Avenue of the Americas in Manhattan.,0.8663151770015247,0.8685014580005372,0,0,1.0,,,,,True,1.0,1.0,0.3333333333333333,1.0,0.7039180890341347,0.6666666666666666,1.0,0.7039180890341347,0.6666666666666666,0.6350397741614382,0.4731628312407281,0.4515486780147365,1.0,1.0,0.9985422740524781,0.9973480701446533,0.9989714622497559,0.9981591061320486
semantic_cs1000_co200_nomic-embed-text:latest_Qwen/Qwen3-32B-AWQ_concise,Who had established the Russian empire to its former glory prior to 1921?,Bolshevik leaders,I cannot answer from the provided context.,0.9625666710016958,0.9643547170016973,0,0,1.0,,,,,False,0.0,0.0,0.0,1.0,0.23463936301137822,0.3333333333333333,1.0,0.4367467095119258,0.6666666666666666,0.6368441307784153,0.50149465793141,0.5729628161119618,0.0,0.0,0.0,0.0,0.0,0.0
semantic_cs1000_co200_nomic-embed-text:latest_Qwen/Qwen3-32B-AWQ_concise,What does the Riemann hypothesis state the source of irregularity in the distribution of points comes from?,random noise,Random noise.,0.763896954998927,0.7648629619980056,0,0,0.0,,,,,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6027939627849654,0.4939421298736214,0.4924426150152633,1.0,0.0,0.9375,0.9876125454902649,0.9922654628753662,0.9899335367651007
semantic_cs1000_co200_nomic-embed-text:latest_Qwen/Qwen3-32B-AWQ_concise,Which work of Luther's is effective in teaching children?,Small Catechism,Luther's Small Catechism.,0.8719494180004403,0.8741180450015236,0,0,1.0,,,,,True,1.0,1.0,0.16666666666666666,1.0,0.7039180890341347,0.3333333333333333,1.0,0.5087403079104241,0.3333333333333333,0.6051682362113536,0.3857577079884005,0.36407627968511036,0.8,0.0,0.8928571428571428,0.9854398965835571,0.9953076839447021,0.9903492103458296
semantic_cs1000_co200_nomic-embed-text:latest_Qwen/Qwen3-32B-AWQ_concise,How was the civil disobedience shown in Antigone?,obey her conscience rather than human law,"Antigone defied Creon, the current King of Thebes, by giving her brother Polynices a proper burial despite his orders to the contrary, choosing to obey her conscience rather than human law.",1.3701606069989793,1.3773653419993934,0,0,1.0,,,,,True,1.0,1.0,0.2,1.0,1.0,0.6,1.0,0.8687949224876582,0.8,0.6155760119164401,0.4066755323996867,0.35040706510314756,0.3684210526315789,0.1826249361348376,0.7153712548849327,0.9645035266876221,0.9780604243278503,0.9712346696073226
semantic_cs1000_co200_nomic-embed-text:latest_Qwen/Qwen3-32B-AWQ_concise,Where do juvenile platyctenids live?,among the plankton,Juvenile platyctenids live among the plankton.,0.8905298319987196,0.8931305299993255,0,0,1.0,,,,,True,1.0,1.0,0.14285714285714285,1.0,1.0,0.42857142857142855,1.0,1.0,0.7142857142857143,0.5632288309696787,0.45339407546927957,0.17328830300719078,0.6666666666666666,0.0,0.8922558922558923,0.9732636213302612,0.9905049204826355,0.9818085841872316
semantic_cs1000_co200_nomic-embed-text:latest_Qwen/Qwen3-32B-AWQ_concise,How often are elections held for the Victorian Parliament?,every four years,Elections for the Victorian Parliament are held every four years in November.,1.042590303997713,1.0452180639986182,0,0,1.0,,,,,True,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.43067655807339306,1.0,0.6081879624692124,0.5434001642414903,0.24015333798962069,0.4,0.0,0.754985754985755,0.9611601829528809,0.9659535884857178,0.9635509242818007
