config_name,question,ground_truth,answer,ttft_seconds,total_seconds,token_count,tokens_per_second,faithfulness,answer_relevancy,answer_correctness,context_precision,context_recall,answer_valid,custom_hit@1,custom_ndcg@1,custom_recall@1,custom_hit@3,custom_ndcg@3,custom_recall@3,custom_hit@5,custom_ndcg@5,custom_recall@5,custom_context_relevance,custom_rouge_l,custom_bleu,custom_meteor,custom_bert_score_precision,custom_bert_score_recall,custom_bert_score_f1
recursive_cs1500_co350_nomic-embed-text:latest_Qwen3.5-397B-A17B_concise,In what year did Massachusetts first require children to be educated in schools?,1852,Massachusetts first required children to be educated in schools in 1852.,2.816794865999327,3.120229827998628,0,0,1.0,,,,,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5700872596047984,0.16666666666666669,0.0,0.25,0.9588834047317505,0.9848374128341675,0.971687130159174
recursive_cs1500_co350_nomic-embed-text:latest_Qwen3.5-397B-A17B_concise,When were stromules discovered?,1962,Stromules were first observed in 1962.,1.0886749239998608,3.314012012000603,0,0,1.0,,,,,True,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5012658353418871,1.0,0.49109081566995627,0.2857142857142857,0.0,0.3333333333333333,0.9607759118080139,0.9744558334350586,0.9675675217570514
recursive_cs1500_co350_nomic-embed-text:latest_Qwen3.5-397B-A17B_concise,Which artist who had a major influence on the Gothic Revival is represented in the V&A's British galleries?,Horace Walpole,Horace Walpole is the artist who had a major influence on the Gothic Revival and is represented in the galleries.,0.9733729710005719,1.2761471060002805,0,0,0.0,,,,,True,1.0,1.0,0.1,1.0,1.0,0.3,1.0,1.0,0.5,0.5259280146996622,0.18181818181818182,0.0,0.4934210526315789,0.958821177482605,0.9939504861831665,0.9760698531773314
recursive_cs1500_co350_nomic-embed-text:latest_Qwen3.5-397B-A17B_concise,"In 1890, who did the university decide to team up with?",several regional colleges and universities,I cannot answer from the provided context.,2.7024376279987337,2.903601627998796,0,0,0.0,,,,,False,1.0,1.0,0.2,1.0,1.0,0.6,1.0,1.0,1.0,0.5151720664202254,0.0,0.0,0.0,0.0,0.0,0.0
recursive_cs1500_co350_nomic-embed-text:latest_Qwen3.5-397B-A17B_concise,Who got a touchdown making the score 10-7?,Jonathan Stewart,"Jonathan Stewart finished the drive with a 1-yard touchdown run, cutting the score to 10–7.",3.7221714289989905,4.134942275999492,0,0,1.0,,,,,True,1.0,1.0,0.1,1.0,1.0,0.3,1.0,1.0,0.5,0.48291263028664927,0.23529411764705882,0.0,0.5681818181818181,0.9557264447212219,0.9835977554321289,0.9694618215567966
recursive_cs1500_co350_nomic-embed-text:latest_Qwen3.5-397B-A17B_concise,How many Examination Boards exist in India?,30,I cannot answer from the provided context.,0.8548511320004764,3.1075275399998645,0,0,1.0,,,,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.536617866131407,0.0,0.0,0.0,0.0,0.0,0.0
recursive_cs1500_co350_nomic-embed-text:latest_Qwen3.5-397B-A17B_concise,Who started rumors in 2008 that ABC would sell its ten owned-and-operated stations?,Caris & Co.,Caris & Co.,2.958556244000647,3.044063470000765,0,0,1.0,,,,,True,1.0,1.0,0.125,1.0,1.0,0.375,1.0,0.8687949224876582,0.5,0.5455679130683867,1.0,0.0,0.9814814814814815,0.9999999403953552,0.9999999403953552,0.9999999403953552
recursive_cs1500_co350_nomic-embed-text:latest_Qwen3.5-397B-A17B_concise,Which network broadcasted the 50th Super Bowl game? ,CBS,CBS broadcast Super Bowl 50 in the U.S.,2.667586702000335,2.7110670960009884,0,0,1.0,,,,,True,1.0,1.0,0.09090909090909091,1.0,1.0,0.2727272727272727,1.0,1.0,0.45454545454545453,0.5112309297674834,0.2222222222222222,0.0,0.29411764705882354,0.9542853832244873,0.9846400022506714,0.9692250861480924
recursive_cs1500_co350_nomic-embed-text:latest_Qwen3.5-397B-A17B_concise,Why was this short termed organization created?,coordinate the response to the embargo,It was created to coordinate the response to the embargo.,0.8325373909992777,0.9477650769986212,0,0,1.0,,,,,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5140027897987438,0.7499999999999999,0.5169731539571706,0.9201388888888891,0.9859281182289124,0.982958972454071,0.9844413065572887
recursive_cs1500_co350_nomic-embed-text:latest_Qwen3.5-397B-A17B_concise,What does LGM stands for?,Last Glacial Maximum,I cannot answer from the provided context.,0.9465199189999112,1.0013404569999693,0,0,1.0,,,,,False,1.0,1.0,0.09090909090909091,1.0,1.0,0.2727272727272727,1.0,1.0,0.45454545454545453,0.5088651139551564,0.0,0.0,0.0,0.0,0.0,0.0
